,id,owner_1_score,RATE_owner_1,CAP_AMOUNT_owner_1,PERCENT_OWN_owner_1,owner_2_score,RATE_owner_2,CAP_AMOUNT_owner_2,PERCENT_OWN_owner_2,owner_3_score,RATE_owner_3,CAP_AMOUNT_owner_3,PERCENT_OWN_owner_3,years_in_business,RATE_ID_FOR_years_in_business,fsr,RATE_ID_FOR_fsr,location,RATE_ID_FOR_location,funded_last_30,RATE_ID_FOR_funded_last_30,judgement_lien_percent,RATE_ID_FOR_judgement_lien_percent,INPUT_VALUE_ID_FOR_judgement_lien_amount,RATE_ID_FOR_judgement_lien_amount,INPUT_VALUE_ID_FOR_judgement_lien_time,RATE_ID_FOR_judgement_lien_time,INPUT_VALUE_ID_FOR_num_negative_days,RATE_ID_FOR_num_negative_days,INPUT_VALUE_ID_FOR_num_deposits,RATE_ID_FOR_num_deposits,INPUT_VALUE_ID_FOR_monthly_gross,RATE_ID_FOR_monthly_gross,INPUT_VALUE_ID_FOR_average_ledger,RATE_ID_FOR_average_ledger,INPUT_VALUE_ID_FOR_fc_margin,RATE_ID_FOR_fc_margin,INPUT_VALUE_ID_FOR_tax_lien_amount,RATE_ID_FOR_tax_lien_amount,INPUT_VALUE_ID_FOR_tax_lien_percent,RATE_ID_FOR_tax_lien_percent,INPUT_VALUE_ID_FOR_tax_lien_count,RATE_ID_FOR_tax_lien_count,INPUT_VALUE_ID_FOR_current_position,RATE_ID_FOR_current_position,INPUT_VALUE_ID_FOR_avg_net_deposits,RATE_ID_FOR_avg_net_deposits,INPUT_VALUE_ID_FOR_industry_type,RATE_ID_FOR_industry_type,INPUT_VALUE_owner_4,RATE_owner_4,CAP_AMOUNT_owner_4,PERCENT_OWN_owner_4,deal_application_thread_id,completion_status
1374,3881,621.0,A,150000.0,50.0,,,,50.0,,,,,2.79,A,9.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,38.0,A,59772.333333333,A,4804.6666666667,A,0.08,A,0.0,A,0.0,A,0.0,A,1.0,A,59772.333333333,,preferred,,621.0,A,150000.0,50.0,3891.0,Paid in full
727,4515,600.0,A,150000.0,51.0,647.0,A,150000.0,49.0,,,,,4.81,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,58165.0,A,2500.0,A,0.04,A,0.0,A,0.0,A,0.0,A,1.0,A,58165.0,,preferred,,623.0,A,150000.0,100.0,4443.0,Default
516,2823,570.0,B,100000.0,33.3,481.0,D,0.0,33.3,804.0,A,150000.0,33.3,2.22,A,2.0,,Verified,A,N,,0.0,A,0.0,A,,,1.6,B,13.6,A,27707.4,A,1165.2,A,0.04,A,0.0,A,0.0,A,0.0,A,1.0,A,27707.4,,preferred,,618.0,A,150000.0,99.9,2453.0,Paid in full
929,5521,738.0,A,150000.0,100.0,,,,,,,,,3.27,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,738.0,A,150000.0,100.0,5033.0,Default
1705,7253,652.0,A,150000.0,100.0,,,,,,,,,31.43,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,652.0,A,150000.0,100.0,6367.0,Paid in full
1037,7522,549.0,C,35000.0,100.0,,,,,,,,,1.94,B,18.0,,Verified,A,N,,0.0,A,0.0,A,,,1.25,B,17.75,B,15191.175,A,1295.0,A,0.09,A,0.0,A,0.0,A,0.0,A,1.0,A,15191.175,,preferred,,549.0,C,35000.0,100.0,6536.0,Default
1237,2429,467.0,D,0.0,100.0,,,,,,,,,8.86,A,41.0,,Home,A,N,,8.194,C,2500.0,A,,,0.0,A,28.0,A,30510.97,A,4235.0,A,0.14,A,2500.0,A,0.683,A,1.0,A,0.0,A,30510.97,,preferred,,467.0,D,0.0,100.0,1707.0,Paid off with renewal
1489,4578,613.0,A,150000.0,100.0,,,,,,,,,6.89,A,,,Home,A,N,,0.0,A,0.0,A,,,4.0,C,33.25,A,50514.1175,A,5013.8075,A,0.1,A,0.0,A,0.0,A,0.0,A,1.0,A,50514.1175,,preferred,,613.0,A,150000.0,100.0,4439.0,Paid in full
206,907,666.0,A,150000.0,100.0,,,,,,,,,3.78,A,28.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,14.5,A,65731.5,A,42818.75,A,0.65,A,0.0,A,0.0,A,0.0,A,2.0,C,65731.5,,preferred,,666.0,A,150000.0,100.0,649.0,Paid off with renewal
1689,5895,614.0,A,150000.0,100.0,,,,,,,,,24.04,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,614.0,A,150000.0,100.0,5326.0,Paid off with renewal
985,6322,713.0,A,150000.0,100.0,,,,,,,,,21.64,A,80.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,10.5,R,164320.45,A,48517.7075,A,0.3,A,0.0,A,0.0,A,0.0,A,2.0,C,164320.45,,preferred,,713.0,A,150000.0,100.0,5603.0,Paid off with renewal
2006,9823,576.0,B,100000.0,100.0,,,,,,,,,0.56,C,80.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,61.0,A,39307.333333333,A,5976.3333333333,A,0.15,A,0.0,A,0.0,A,0.0,A,1.0,A,39307.333333333,,preferred,,576.0,B,100000.0,100.0,8181.0,Default
1566,5522,599.0,B,100000.0,100.0,,,,,,,,,10.59,A,6.0,,Verified,A,N,,0.0,A,0.0,A,,,2.8333333333333,C,9.5,R,21274.916666667,A,2580.5,A,0.12,A,0.0,A,0.0,A,0.0,A,0.0,A,21274.916666667,,standard,,599.0,B,100000.0,100.0,5017.0,Paid in full
877,5116,696.0,A,150000.0,25.0,697.0,A,150000.0,25.0,,,,,1.33,B,12.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,696.0,A,150000.0,50.0,4769.0,Paid in full
1279,3526,445.0,D,0.0,100.0,,,,,,,,,26.95,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,445.0,D,0.0,100.0,3630.0,Paid off with renewal
412,2116,666.0,A,150000.0,,,,,,,,,,,,28.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,14.5,A,65731.5,A,42818.75,A,0.65,A,0.0,A,0.0,A,0.0,A,2.0,C,65731.5,,preferred,,0.0,,,0.0,2211.0,Default
328,1398,595.0,B,100000.0,100.0,,,,,,,,,5.7,A,24.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,595.0,B,100000.0,100.0,1371.0,Default
1749,7514,692.0,A,150000.0,100.0,,,,,,,,,41.96,A,19.0,,Home,A,N,,0.0,A,0.0,A,,,1.0,A,73.5,A,568173.75,A,64773.25,A,0.11,A,0.0,A,0.0,A,0.0,A,1.0,A,568173.75,,capped,,692.0,A,150000.0,100.0,6485.0,Default
648,4554,712.0,A,150000.0,100.0,,,,,,,,,28.91,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,50.0,A,45533.6725,A,5000.0,A,0.11,A,0.0,A,0.0,A,0.0,A,2.0,C,45533.6725,,preferred,,712.0,A,150000.0,100.0,4431.0,Paid off with renewal
1607,4530,613.0,A,150000.0,100.0,,,,,,,,,6.89,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,613.0,A,150000.0,100.0,4439.0,Paid in full
346,1947,674.0,A,150000.0,100.0,,,,,,,,,0.71,C,53.0,,Verified,A,N,,0.0,A,0.0,A,,,0.2,A,201.0,A,113396.4,A,5479.4,A,0.05,A,0.0,A,0.0,A,0.0,A,1.0,A,113396.4,,preferred,,674.0,A,150000.0,100.0,1807.0,Paid off with renewal
1771,6241,568.0,B,100000.0,100.0,,,,,,,,,3.42,A,86.0,,Verified,A,N,,0.0,A,0.0,A,,,0.14285714285714,A,19.714285714286,A,86904.428571429,A,19131.857142857,A,0.22,A,0.0,A,0.0,A,0.0,A,3.0,D,86904.428571429,,preferred,,568.0,B,100000.0,100.0,5521.0,Paid in full
1451,4154,659.0,A,150000.0,100.0,,,,,,,,,1.12,B,19.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,659.0,A,150000.0,100.0,4171.0,Default
1853,8182,829.0,A,150000.0,100.0,,,,,,,,,1.43,B,47.0,,Unknown,,N,,0.0,A,0.0,A,,,0.0,A,0.0,C,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,829.0,A,150000.0,100.0,7064.0,Paid in full
680,4309,594.0,B,100000.0,100.0,,,,,,,,,31.23,A,6.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,23.0,A,79738.246666667,A,3652.3333333333,A,0.05,A,0.0,A,0.0,A,0.0,A,0.0,A,79738.246666667,,preferred,,594.0,B,100000.0,100.0,4245.0,Default
1999,11255,508.0,C,35000.0,45.0,552.0,C,35000.0,44.0,,,,,7.39,A,28.0,,Unknown,,N,,8.031,C,3846.8333333333,A,,,0.0,A,13.5,B,47898.75,A,17207.7375,A,0.36,A,0.0,A,0.0,A,0.0,A,0.0,A,47898.75,,,,0.0,,,89.0,8965.0,Paid in full
1765,7474,696.0,A,150000.0,50.0,680.0,A,150000.0,50.0,,,,,3.85,A,,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,2.5,R,309294.75,A,557187.5,A,1.8,A,0.0,A,0.0,A,0.0,A,0.0,A,309294.75,,preferred,,688.0,A,150000.0,100.0,6518.0,Default
736,5200,574.0,B,100000.0,100.0,546.0,C,35000.0,,,,,,14.9,A,80.0,,Home,A,N,,0.0,A,0.0,A,,,0.4,A,18.0,A,55117.0,A,5851.4,A,0.11,A,0.0,A,0.0,A,0.0,A,2.0,C,55117.0,,preferred,,574.0,B,100000.0,100.0,4803.0,Default
1707,7312,691.0,A,150000.0,100.0,,,,,,,,,3.37,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,691.0,A,150000.0,100.0,6407.0,Paid in full
607,3727,639.0,A,150000.0,100.0,,,,,,,,,12.27,A,5.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,639.0,A,150000.0,100.0,3822.0,Paid in full
917,4906,611.0,A,150000.0,100.0,,,,,,,,,32.18,A,,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,21.5,A,11771.8,D,2742.25,A,0.23,A,0.0,A,0.0,A,0.0,A,0.0,A,11771.8,,preferred,,611.0,A,150000.0,100.0,4622.0,Paid off with renewal
1803,7325,663.0,A,150000.0,100.0,,,,,,,,,25.08,A,,,Verified,A,N,,0.0,A,0.0,A,,,0.33333333333333,A,77.0,A,99116.16,A,1177.0,A,0.01,A,0.0,A,0.0,A,0.0,A,0.0,A,99116.16,,preferred,,663.0,A,150000.0,100.0,6411.0,Paid off with renewal
1445,3968,566.0,B,100000.0,100.0,,,,,,,,,2.0,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,566.0,B,100000.0,100.0,3997.0,Default
1494,4970,582.0,B,100000.0,100.0,,,,,,,,,8.72,A,7.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,582.0,B,100000.0,100.0,4699.0,Paid in full
1651,4995,561.0,B,100000.0,100.0,,,,,,,,,16.88,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,39.666666666667,A,18937.5,A,6299.1333333333,A,0.33,A,0.0,A,0.0,A,0.0,A,0.0,A,18937.5,,preferred,,561.0,B,100000.0,100.0,4654.0,Paid in full
459,3362,738.0,A,150000.0,100.0,,,,,,,,,32.54,A,31.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,7.25,R,218328.75,A,59458.0,A,0.27,A,0.0,A,0.0,A,0.0,A,0.0,A,218328.75,,capped,,738.0,A,150000.0,100.0,3505.0,Default
1773,6381,561.0,B,100000.0,50.0,9002.0,R,,50.0,,,,,5.87,A,74.0,,Unknown,,N,,0.0,A,0.0,A,,,0.33333333333333,A,64.0,A,23972.0,A,1325.3333333333,A,0.06,A,0.0,A,0.0,A,0.0,A,1.0,A,23972.0,,preferred,,4781.0,R,,100.0,5641.0,Paid off with renewal
1397,4060,580.0,B,100000.0,100.0,,,,,,,,,3.67,A,12.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,37.0,A,31002.25,A,3070.27,A,0.1,A,0.0,A,0.0,A,0.0,A,1.0,A,31002.25,,preferred,,580.0,B,100000.0,100.0,4107.0,Paid in full
1072,8583,623.0,B,100000.0,100.0,,,,,,,,,11.2,A,78.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,17.666666666667,B,43544.583333333,A,21669.73,A,0.5,A,0.0,A,0.0,A,0.0,A,1.0,A,43544.583333333,,preferred,,623.0,B,100000.0,100.0,7294.0,Paid off with renewal
1986,10233,698.0,A,150000.0,100.0,,,,,,,,,2.28,A,33.0,,Unknown,,N,,0.0,A,0.0,A,,,0.0,A,0.0,C,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,698.0,A,150000.0,100.0,8449.0,Default
506,2701,432.0,D,0.0,100.0,,,,,,,,,3.06,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,432.0,D,0.0,100.0,2828.0,Paid off with renewal
1613,4940,655.0,A,150000.0,100.0,,,,,,,,,3.64,A,69.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,655.0,A,150000.0,100.0,4666.0,Paid in full
1782,7012,738.0,A,150000.0,100.0,,,,,,,,,2.72,A,16.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,4.0,R,96609.54,A,18030.222857143,A,0.19,A,0.0,A,0.0,A,0.0,A,1.0,A,96609.54,,capped,,738.0,A,150000.0,100.0,5033.0,Default
1903,7987,548.0,C,35000.0,100.0,,,,,,,,,15.01,A,3.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,C,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,548.0,C,35000.0,100.0,6916.0,Default
1106,7586,595.0,B,100000.0,100.0,,,,,,,,,8.0,A,25.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,32.75,A,49681.75,A,17387.0,A,0.35,A,0.0,A,0.0,A,0.0,A,0.0,A,49681.75,,preferred,,595.0,B,100000.0,100.0,6593.0,Default
923,5038,655.0,A,150000.0,100.0,,,,,,,,,3.65,A,69.0,,Verified,A,N,,0.0,A,0.0,A,,,3.0,C,146.0,A,198839.32666667,A,8777.2666666667,A,0.04,A,0.0,A,0.0,A,0.0,A,2.0,C,198839.32666667,,preferred,,655.0,A,150000.0,100.0,4666.0,Paid in full
355,1923,578.0,B,100000.0,100.0,,,,,,,,,3.84,A,79.0,,Home,A,N,,0.0,A,0.0,A,,,0.25,A,24.0,A,56071.235,A,4211.975,A,0.08,A,0.0,A,0.0,A,0.0,A,1.0,A,56071.235,,capped,,578.0,B,100000.0,100.0,1981.0,Paid in full
1119,7571,595.0,B,100000.0,100.0,,,,,,,,,0.07,D,25.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,C,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,595.0,B,100000.0,100.0,6593.0,Default
446,2348,570.0,B,100000.0,33.3,,,,33.3,,,,,2.19,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,570.0,B,100000.0,33.3,2453.0,Paid in full
1091,8880,704.0,A,150000.0,100.0,,,,,,,,,3.11,A,31.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,9.4166666666667,C,127843.08333333,A,20016.0,A,0.16,A,0.0,A,0.0,A,0.0,A,0.0,A,127843.08333333,,preferred,,704.0,A,150000.0,100.0,7526.0,Paid in full
1632,6405,662.0,A,150000.0,100.0,,,,,,,,,4.04,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,662.0,A,150000.0,100.0,5659.0,Paid in full
534,3259,9002.0,R,,100.0,,,,,,,,,0.93,C,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,9002.0,R,,100.0,3435.0,Paid off with renewal
766,5164,612.0,A,150000.0,100.0,,,,,,,,,16.59,A,5.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,612.0,A,150000.0,100.0,4782.0,Default
422,2195,493.0,D,0.0,100.0,,,,,,,,,1.66,B,,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,20348.333333333,A,1858.6666666667,A,0.09,A,0.0,A,0.0,A,0.0,A,1.0,A,20348.333333333,,preferred,,493.0,D,0.0,100.0,2280.0,Paid in full
380,2112,666.0,A,150000.0,,,,,,,,,,,,28.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,14.5,A,65731.5,A,42818.75,A,0.65,A,0.0,A,0.0,A,0.0,A,2.0,C,65731.5,,preferred,,0.0,,,0.0,2211.0,Default
1780,6699,647.0,A,150000.0,100.0,,,,,,,,,2.8,A,28.0,,Verified,A,N,,0.0,A,0.0,A,,,0.75,A,30.0,A,47991.75,A,3500.5,A,0.07,A,0.0,A,0.0,A,0.0,A,1.0,A,47991.75,,preferred,,647.0,A,150000.0,100.0,5961.0,Paid in full
201,1017,508.0,C,35000.0,90.0,613.0,A,150000.0,10.0,,,,,4.12,A,,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,233807.5,A,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,1.0,A,233807.5,,preferred,,518.0,C,35000.0,100.0,935.0,Default
1381,4191,544.0,C,35000.0,100.0,,,,,,,,,1.5,B,6.0,,Verified,A,N,,0.0,A,0.0,A,,,1.5,B,30.0,A,16709.25,A,980.25,D,0.06,A,0.0,A,0.0,A,0.0,A,1.0,A,16709.25,,preferred,,544.0,C,35000.0,100.0,4165.0,Default
671,3780,539.0,C,35000.0,100.0,,,,,,,,,4.45,A,6.0,,Verified,A,N,,0.0,A,0.0,A,,,0.33333333333333,A,47.666666666667,A,30153.0,A,3377.3333333333,A,0.11,A,0.0,A,0.0,A,0.0,A,0.0,A,30153.0,,preferred,,539.0,C,35000.0,100.0,3856.0,Default
128,534,,,,50.0,,,,50.0,,,,,1.28,B,,,Home,A,N,,0.0,A,0.0,A,,,4.0,C,30.0,A,46934.46,A,2478.52,A,0.05,A,0.0,A,0.0,A,0.0,A,0.0,A,46934.46,,preferred,,0.0,,,0.0,232.0,Paid in full
1168,1968,661.0,A,150000.0,100.0,,,,,,,,,8.1,A,76.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,661.0,A,150000.0,100.0,2033.0,Paid off with renewal
1020,7372,551.0,B,100000.0,100.0,,,,,,,,,4.51,A,5.0,,Verified,A,N,,0.0,A,0.0,A,,,4.6666666666667,D,22.0,A,110104.0,A,3833.3333333333,A,0.03,A,0.0,A,0.0,A,0.0,A,1.0,A,110104.0,,standard,,551.0,B,100000.0,100.0,429.0,Paid in full
401,1918,578.0,B,100000.0,100.0,,,,,,,,,3.84,A,79.0,,Verified,A,N,,0.0,A,0.0,A,,,0.25,A,24.0,A,56071.235,A,4211.975,A,0.08,A,0.0,A,0.0,A,0.0,A,1.0,A,56071.235,,preferred,,578.0,B,100000.0,100.0,1981.0,Paid in full
1233,3167,541.0,C,35000.0,100.0,,,,,,,,,2.91,A,54.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,541.0,C,35000.0,100.0,3324.0,Paid in full
286,1408,650.0,A,150000.0,100.0,,,,,,,,,2.06,A,3.0,,Verified,A,N,,0.0,A,0.0,A,,,2.6,C,12.6,A,14824.6,A,1267.4,A,0.09,A,0.0,A,0.0,A,0.0,A,0.0,A,14824.6,,preferred,,650.0,A,150000.0,100.0,1369.0,Default
1522,5065,610.0,A,150000.0,100.0,,,,,,,,,3.58,A,76.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,610.0,A,150000.0,100.0,4729.0,Paid in full
268,1519,504.0,C,35000.0,100.0,,,,,,,,,4.22,A,21.0,,Verified,A,N,,0.0,A,0.0,A,,,4.8,D,28.8,A,66534.6,A,5499.0,A,0.08,A,0.0,A,0.0,A,0.0,A,1.0,A,66534.6,,preferred,,504.0,C,35000.0,100.0,750.0,Default
90,276,652.0,A,150000.0,100.0,,,,,,,,,4.73,A,,,Verified,,N,,0.0,A,0.0,A,,,0.85714285714286,A,0.0,R,242265.49142857,A,26000.0,A,0.11,A,0.0,A,0.0,A,0.0,A,2.0,C,242265.49142857,,preferred,,652.0,A,150000.0,100.0,201.0,Default
1065,6358,564.0,B,100000.0,50.0,547.0,C,35000.0,50.0,,,,,1.94,B,8.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,41.666666666667,A,128897.41,A,18260.513333333,A,0.14,A,0.0,A,0.0,A,0.0,A,1.0,A,128897.41,,preferred,,555.0,B,100000.0,100.0,5581.0,Paid in full
464,3479,682.0,A,150000.0,100.0,,,,,,,,,2.41,A,6.0,,Verified,A,N,,0.0,A,0.0,A,,,1.0,A,33.666666666667,A,68417.77,A,5608.0533333333,A,0.08,A,0.0,A,0.0,A,0.0,A,1.0,A,68417.77,,preferred,,682.0,A,150000.0,100.0,3536.0,Paid in full
1769,6201,488.0,D,0.0,100.0,,,,,,,,,5.44,A,4.0,,Home,A,N,,0.0,A,0.0,A,,,0.25,A,14.0,A,76942.5,A,6579.0,A,0.09,A,0.0,A,0.0,A,0.0,A,0.0,A,76942.5,,preferred,,488.0,D,0.0,100.0,5529.0,Paid in full
1361,4854,611.0,A,150000.0,100.0,,,,,,,,,32.18,A,,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,611.0,A,150000.0,100.0,4622.0,Paid off with renewal
1440,3529,698.0,A,150000.0,100.0,,,,,,,,,4.94,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,698.0,A,150000.0,100.0,3637.0,Paid off with renewal
1875,7465,691.0,A,150000.0,100.0,,,,,,,,,4.36,A,73.0,,Verified,A,N,,0.0,A,0.0,A,,,0.55555555555556,A,87.111111111111,A,111706.55555556,A,15493.333333333,A,0.14,A,0.0,A,0.0,A,0.0,A,1.0,A,111706.55555556,,preferred,,691.0,A,150000.0,100.0,6407.0,Paid in full
1258,4113,537.0,C,35000.0,100.0,,,,,,,,,10.02,A,17.0,,Verified,A,N,,0.0,A,0.0,A,,,0.2,A,32.6,A,108504.4,A,12460.4,A,0.11,A,0.0,A,0.0,A,0.0,A,3.0,D,108504.4,,standard,,537.0,C,35000.0,100.0,4122.0,Default
1390,3434,682.0,A,150000.0,50.0,691.0,A,150000.0,50.0,,,,,24.11,A,75.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,686.0,A,150000.0,100.0,3559.0,Paid in full
921,5001,561.0,B,100000.0,100.0,,,,,,,,,16.88,A,,,Verified,A,N,,0.0,A,0.0,A,,,0.33333333333333,A,39.666666666667,A,14164.5,A,6299.1333333333,A,0.44,A,0.0,A,0.0,A,0.0,A,1.0,A,14164.5,,preferred,,561.0,B,100000.0,100.0,4654.0,Paid in full
1077,8365,650.0,A,150000.0,100.0,,,,,,,,,10.26,A,27.0,,Verified,A,N,,0.0,A,0.0,A,,,0.4,A,81.2,A,68463.6,A,2969.4,A,0.04,A,0.0,A,0.0,A,0.0,A,1.0,A,68463.6,,preferred,,650.0,A,150000.0,100.0,5871.0,Paid in full
690,3550,445.0,D,0.0,100.0,,,,,,,,,26.95,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,38.75,A,112603.02,A,40234.6875,A,0.36,A,0.0,A,0.0,A,0.0,A,0.0,A,112603.02,,preferred,,445.0,D,0.0,100.0,3630.0,Paid off with renewal
785,4526,500.0,C,35000.0,100.0,,,,,,,,,6.98,A,6.0,,Verified,A,N,,0.0,A,0.0,A,,,1.0,A,23.75,A,103631.675,A,5852.5125,A,0.06,A,0.0,A,0.0,A,0.0,A,1.0,A,103631.675,,preferred,,500.0,C,35000.0,100.0,4468.0,Default
1267,2971,539.0,C,35000.0,100.0,,,,,,,,,12.92,A,3.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,40.5,A,35766.0,A,5521.8,A,0.15,A,0.0,A,0.0,A,0.0,A,0.0,A,35766.0,,preferred,,539.0,C,35000.0,100.0,3056.0,Paid off with renewal
1103,7514,692.0,A,150000.0,100.0,,,,,,,,,41.96,A,19.0,,Home,A,N,,0.0,A,0.0,A,,,1.0,A,73.5,A,568173.75,A,64773.25,A,0.11,A,0.0,A,0.0,A,0.0,A,1.0,A,568173.75,,capped,,692.0,A,150000.0,100.0,6485.0,Default
1075,8224,747.0,A,150000.0,100.0,,,,,,,,,14.94,A,18.0,,Verified,A,N,,0.0,A,0.0,A,,,0.33333333333333,A,20.0,A,269757.66666667,A,30000.0,A,0.11,A,0.0,A,0.0,A,0.0,A,1.0,A,269757.66666667,,preferred,,747.0,A,150000.0,100.0,5366.0,Paid in full
1550,4489,590.0,B,100000.0,100.0,,,,,,,,,1.52,B,6.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,17.666666666667,A,81951.5,A,13550.076666667,A,0.17,A,0.0,A,0.0,A,0.0,A,1.0,A,81951.5,,preferred,,590.0,B,100000.0,100.0,4410.0,Paid in full
